,filename,link,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_data
241,18870,http://assets.myntassets.com/v1/images/style/properties/9aea020f8cdaa48744be38099b41fc93_images.jpg,18870,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Women Grey Core Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823BF0>
242,39131,http://assets.myntassets.com/v1/images/style/properties/9c9cd2de6fc04f36bc55c805884c54d2_images.jpg,39131,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2012.0,Casual,Aneri Women Pink Leggings,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132822F60>
243,14024,http://assets.myntassets.com/v1/images/style/properties/cf4f7c2660256514f2d54631a40eb534_images.jpg,14024,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Nike Men Solid Black Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823320>
244,16919,http://assets.myntassets.com/v1/images/style/properties/6f7d85a0d796f04cac611a304261e333_images.jpg,16919,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823F80>
245,11309,http://assets.myntassets.com/v1/images/style/properties/df88bc4c06f109e8f00d47fafccee581_images.jpg,11309,Men,Apparel,Bottomwear,Jeans,,Fall,2016.0,Casual,Wrangler Men Blue Floyd Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823680>
246,7544,http://assets.myntassets.com/v1/images/style/properties/3425440793a7db709bebc579abcf26e2_images.jpg,7544,Women,Apparel,Bottomwear,Capris,Grey,Summer,2011.0,Sports,Nike Women Classic Grey Capri,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823FB0>
247,27230,http://assets.myntassets.com/v1/images/style/properties/ce78d3a81a7f74dbb838084fc06c7704_images.jpg,27230,Women,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Doodle Kids Girl  White Capris,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132846600>
248,26316,http://assets.myntassets.com/v1/images/style/properties/1dfd715794267e769a0f88dee9ee0842_images.jpg,26316,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2013.0,Sports,Proline Men Navy Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820080>
249,14688,http://assets.myntassets.com/v1/images/style/properties/a140ac831d87e5ded343f8eef0d59027_images.jpg,14688,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820440>
250,16917,http://assets.myntassets.com/v1/images/style/properties/8dec5b3c335646dc4afc45ef531be85c_images.jpg,16917,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132847080>
251,27208,http://assets.myntassets.com/v1/images/style/properties/891407ab2452f66c1864409f31c21b82_images.jpg,27208,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Doodle Kids Boy  Beige Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132847BF0>
252,42002,http://assets.myntassets.com/v1/images/style/properties/d07f3c84fe3df82e98b46ba9a55cc866_images.jpg,42002,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Kinky Pink Capris,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820830>
253,26311,http://assets.myntassets.com/v1/images/style/properties/9bc62c4760c9bf7848d94156ac8ae51a_images.jpg,26311,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Sports,Proline Charcoal Grey Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328363C0>
254,42290,http://assets.myntassets.com/v1/images/style/properties/313f686b72516e895d40b626611a02b3_images.jpg,42290,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Skirt,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132837CB0>
255,30811,http://assets.myntassets.com/v1/images/style/properties/d925daf7063081c972b7ae1de2ed63ce_images.jpg,30811,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Churidar,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132837C50>
256,13855,http://assets.myntassets.com/v1/images/style/properties/581781ee5484f42f252e3ff07f7cd65f_images.jpg,13855,Men,Apparel,Bottomwear,Trousers,Blue,Fall,2011.0,Formal,Indigo Nation Men Solid Blue Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132836810>
257,13255,http://assets.myntassets.com/v1/images/style/properties/d33da6aaac593337751b91e04938740f_images.jpg,13255,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Check White Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328370E0>
258,42255,http://assets.myntassets.com/v1/images/style/properties/5e80391b0695b032d566d9c11d19c9ee_images.jpg,42255,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,John Players Men Brown Trousers,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328375F0>
259,41888,http://assets.myntassets.com/v1/images/style/properties/e6e8bbd5607bd97170391d5b2e1591e9_images.jpg,41888,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Flying Machine Men Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328208C0>
260,14619,http://assets.myntassets.com/v1/images/style/properties/2fa7eee156a4051b843b820a459c7f83_images.jpg,14619,Women,Apparel,Bottomwear,Stockings,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Stockings,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132837200>
261,30820,http://assets.myntassets.com/v1/images/style/properties/8f8af89e0562aad43b723d29c0481dd2_images.jpg,30820,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Ethnic,Fabindia Women Cream Leggings,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820050>
262,26141,http://assets.myntassets.com/v1/images/style/properties/08946fbd683bb04d36f5bfb0594089aa_images.jpg,26141,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men Striped Navy Blue Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328202C0>
263,37201,http://assets.myntassets.com/v1/images/style/properties/3326dbead1ff9d52bec18bae953f8517_images.jpg,37201,Girls,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Girls Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132667500>
264,1883,http://assets.myntassets.com/v1/images/style/properties/82dce7cf7882e4c4735f838218bd869d_images.jpg,1883,Men,Apparel,Bottomwear,Track Pants,Grey,Winter,2010.0,Casual,FIFA Mens Heritage Collection Grey Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820F80>
265,31559,http://assets.myntassets.com/v1/images/style/properties/23528131c971bb036f6a8b3af0b9da81_images.jpg,31559,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Mark Taylor Men Striped Black Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132821250>
266,41003,http://assets.myntassets.com/v1/images/style/properties/4f3ca5ac78565aafca3d7f2b24eab1c1_images.jpg,41003,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Skirt,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328210D0>
267,11317,http://assets.myntassets.com/v1/images/style/properties/f624bffec7570625f26ef2825d670ad0_images.jpg,11317,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Washed Black Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820530>
268,30636,http://assets.myntassets.com/v1/images/style/properties/9d84ca9789e9c5942d3944c44c7c409f_images.jpg,30636,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Women Printed Tempo Blue Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820110>
269,44585,http://assets.myntassets.com/v1/images/style/properties/ddf5778c2023662ce1b1468d211577b7_images.jpg,44585,Men,Apparel,Bottomwear,Jeans,Black,Summer,2017.0,Casual,Lee Men Black Skinny Fit Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328219A0>
270,13229,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Kids-Boy-Solid-Navy-Blue-Trousers_dbfbe7a934020bb91bb2f39e3921112d_images.jpg,13229,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x127A7AEA0>
271,40926,http://assets.myntassets.com/v1/images/style/properties/25714037313e78ad29402b4aaed8acf5_images.jpg,40926,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132821340>
272,15112,http://assets.myntassets.com/v1/images/style/properties/3d7794d5630013dd3fdcb91ee7ecec9f_images.jpg,15112,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Formal,Arrow Men TR Finish Olive Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820F50>
273,34057,http://assets.myntassets.com/v1/images/style/properties/705dbf524ad1f3af9d1c0c544c308464_images.jpg,34057,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132847110>
274,41004,http://assets.myntassets.com/v1/images/style/properties/2bf32fea460685980d5257ba55aaa49b_images.jpg,41004,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820A10>
275,12765,http://assets.myntassets.com/v1/images/style/properties/fe3406e7c043848bddc258bc3dddd1df_images.jpg,12765,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Women Washed Black Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132821730>
276,30607,http://assets.myntassets.com/v1/images/style/properties/13edb93c62415d01c0b2f36cd768d763_images.jpg,30607,Men,Apparel,Bottomwear,Track Pants,Charcoal,Fall,2012.0,Sports,Nike Men Charcoal Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820920>
277,15124,http://assets.myntassets.com/v1/images/style/properties/6ca99654d4989014757a0d298ceb240f_images.jpg,15124,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men TR Finish Grey Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820CE0>
278,30638,http://assets.myntassets.com/v1/images/style/properties/156d4ee3262130185cb0faf3b0370fdf_images.jpg,30638,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Women Tempo Black Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132820F20>
279,19948,http://assets.myntassets.com/v1/images/style/properties/8db168b155cd99589fb1bdee8090cf58_images.jpg,19948,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Casual,Puma Men Black Baggy Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132822B10>
280,9095,http://assets.myntassets.com/v1/images/style/properties/d0439f344c3dca0385581535d8ecd2fd_images.jpg,9095,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Sports,ADIDAS Men's Schelse Navy Blue Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132821460>
281,14698,http://assets.myntassets.com/v1/images/style/properties/5a967effff821b803511736bf416a19e_images.jpg,14698,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132822C30>
282,17620,http://assets.myntassets.com/v1/images/style/properties/2fee7219a179236157f752e11fab44c1_images.jpg,17620,Girls,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Casual,Doodle Girls Red Leggings,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132822D50>
283,4978,http://assets.myntassets.com/v1/images/style/properties/8f86a023c038b3eccbbe39d41ff3eb10_images.jpg,4978,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Kidswear,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132822E70>
284,39385,http://assets.myntassets.com/v1/images/style/properties/f7cbacf0d5ccc2ca9c9c1245935cbd37_images.jpg,39385,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Peter England Men Grey Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132822F90>
285,26997,http://assets.myntassets.com/v1/images/style/properties/ad384296cc881f1d99156721a2168917_images.jpg,26997,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328230B0>
286,54918,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Brown-34th-Pant_7dcf9074de00577e5db1d5aaa5437377_images.jpg,54918,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Do u speak green Men Brown 3/4th Pant,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328231D0>
287,32560,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Blue-Jeans_679af695a2f93e59d84bc7b579fdecaf_images.jpg,32560,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,ONLY Women Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132812C30>
288,28463,http://assets.myntassets.com/v1/images/style/properties/ffcb85685ea37bef5b3470614d32f05c_images.jpg,28463,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Urban Yoga Women Black Shorts,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132823410>
289,44945,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Navy-Blue-Jeans_62f0f23ea1e02919d2c58ff397a6effd_images.jpg,44945,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132813830>
290,31571,http://assets.myntassets.com/v1/images/style/properties/1775f01cdf8b5bcee897eee546405d5e_images.jpg,31571,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Mark Taylor Men Striped Black Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132813140>
291,28804,http://assets.myntassets.com/v1/images/style/properties/8498c0faa7a770d8f89bf2d7d9946391_images.jpg,28804,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823740>
292,16505,http://assets.myntassets.com/v1/images/style/properties/8ce6321f36a23a36d965fb92234edfa1_images.jpg,16505,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328223F0>
293,31112,http://assets.myntassets.com/v1/images/style/properties/fd9367b47bab47d836de4790de73ae40_images.jpg,31112,Boys,Apparel,Bottomwear,Capris,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132822E10>
294,56828,http://assets.myntassets.com/v1/images/style/properties/John-Players-Men-Blue-Slim-Fit-Jeans_2a4d51322412bf7855db88eec2ea2de5_images.jpg,56828,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2013.0,Casual,John Players Men Blue Slim Fit Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132812810>
295,26132,http://assets.myntassets.com/v1/images/style/properties/bf0cf6a53ac2c8fdf8c9b9c7f652a557_images.jpg,26132,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men Navy Blue Trousers,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328129C0>
296,11320,http://assets.myntassets.com/v1/images/style/properties/84ea10efd4f57c8328216a34caa659e5_images.jpg,11320,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Washed Grey Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132813470>
297,25929,http://assets.myntassets.com/v1/images/style/properties/e0253bcd9816161c3010cabda72ae35a_images.jpg,25929,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Femella Women Black Leggings,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132813050>
298,7935,http://assets.myntassets.com/v1/images/style/properties/a9d7c33c1b4a4c14628bef033aab1222_images.jpg,7935,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Puma Men Jersey Black Short,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132813170>
299,44919,http://assets.myntassets.com/v1/images/style/properties/2f7976b585f4a296673578ec202879a6_images.jpg,44919,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Puma Men Black Shorts,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132813B60>
300,30606,http://assets.myntassets.com/v1/images/style/properties/ed7d98ace656bdfe84eea84bac584924_images.jpg,30606,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Men Running Blue Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132813E60>
301,28632,http://assets.myntassets.com/v1/images/style/properties/80ce0f7105fb6a30c98b475b0c32c94c_images.jpg,28632,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Women Black Sports Capris,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132812AB0>
302,50942,http://assets.myntassets.com/v1/images/style/properties/Lee-Women-Blue-Jeans_caccc8021365640e8710fd16b9a89b8b_images.jpg,50942,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132836AE0>
303,30639,http://assets.myntassets.com/v1/images/style/properties/33d857e153bb1a4bb46e742d7446949e_images.jpg,30639,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Sports,Nike Women Tempo Purple Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328B0B90>
304,2223,http://assets.myntassets.com/v1/images/style/properties/f0927d39b6bead747187e21bc80c686a_images.jpg,2223,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Women Stripe Black Track Pant,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132810530>
305,41005,http://assets.myntassets.com/v1/images/style/properties/b4041ce696bb86167788d4e6304accac_images.jpg,41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132810980>
306,14697,http://assets.myntassets.com/v1/images/style/properties/25302a8a32fb3692e64f5cd7a9cedc59_images.jpg,14697,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132810290>
307,18866,http://assets.myntassets.com/v1/images/style/properties/c0fced6a9c9a2dbe546f51c2e7ced214_images.jpg,18866,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Core Sweat Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823D70>
308,56845,http://assets.myntassets.com/v1/images/style/properties/John-Players_726250b8caefb1ad1ba03a0abd59c4f0_images.jpg,56845,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Regular Fit Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328233E0>
309,30637,http://assets.myntassets.com/v1/images/style/properties/7cfd016a492e718fdcf2dc0cef0cbc4e_images.jpg,30637,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Sports,Nike Women Printed Tempo Red Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132837950>
310,10654,http://assets.myntassets.com/v1/images/style/properties/f486a91d2b018104e0e2e6ccc010bc9c_images.jpg,10654,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132836750>
311,9852,http://assets.myntassets.com/v1/images/style/properties/5b1dc7ae3d0404fab3a0c898ce377086_images.jpg,9852,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Formal,Indian Terrain Men Jason Beige Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823950>
312,21583,http://assets.myntassets.com/v1/images/style/properties/6c715d78477811114f94a843a94346e9_images.jpg,21583,Men,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Locomotive Men Washed Black Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132823050>
313,40927,http://assets.myntassets.com/v1/images/style/properties/2ddf6835ac84a7ed99d46f9b9885bcdb_images.jpg,40927,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328231A0>
314,44917,http://assets.myntassets.com/v1/images/style/properties/210b8b94a497f133a809586f8ebcb233_images.jpg,44917,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2012.0,Casual,Puma Men Blue Track Pants,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328101D0>
315,13288,http://assets.myntassets.com/v1/images/style/properties/8c72a6e386795f09943214e8bfea00aa_images.jpg,13288,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Gini and Jony Kids Solid Beige Trousers,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132811010>
316,26150,http://assets.myntassets.com/v1/images/style/properties/06eb8cef6733051775eeb59e2853fbf1_images.jpg,26150,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Grey Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328104A0>
317,31113,http://assets.myntassets.com/v1/images/style/properties/f68a42c5db8cecc8b53c37364055fa42_images.jpg,31113,Boys,Apparel,Bottomwear,Capris,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Navy Blue 3/4 Length Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132810FB0>
318,4977,http://assets.myntassets.com/v1/images/style/properties/b3565ae2fd12b13a31b1ca7b52e6fe53_images.jpg,4977,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Infant Kidswear,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132810DD0>
319,39379,http://assets.myntassets.com/v1/images/style/properties/d39aefd02cf6b994c8497b50bf60a565_images.jpg,39379,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Party Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132811280>
320,26996,http://assets.myntassets.com/v1/images/style/properties/18532e63e5c1f9a0902dc196fceaa3d4_images.jpg,26996,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Jealous 21 Women Washed Black Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132811250>
321,56827,http://assets.myntassets.com/v1/images/style/properties/John-Players-Men-Blue-Jeans_665d84f2f66ace720cddf32bd77c1c06_images.jpg,56827,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132810560>
322,32559,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Black-Jeans_5c2212242bbbbedd06ba142a880048db_images.jpg,32559,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,ONLY Women Black Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132811460>
323,26991,http://assets.myntassets.com/v1/images/style/properties/cfd79f73d657e19a84651a672796408b_images.jpg,26991,Women,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Jealous 21 Women Washed Grey Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132811070>
324,26166,http://assets.myntassets.com/v1/images/style/properties/610b2ba5ad5fbd3cf91f03772c612065_images.jpg,26166,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Striped Black Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x12739BE60>
325,31057,http://assets.myntassets.com/v1/images/style/properties/2f42a587d32f61cc7363e4d4b7378d96_images.jpg,31057,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Arrow Sport Men Check Blue Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132811DF0>
326,57083,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Blue-Skirt_c8e80aacd9ba9defbfdac3cbe15af31b_images.jpg,57083,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132811970>
327,40034,http://assets.myntassets.com/v1/images/style/properties/07820342d6cb31e7440cac1f6f0e4ffb_images.jpg,40034,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,ADIDAS Men Black Track Pants,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132810E00>
328,46906,http://assets.myntassets.com/v1/images/style/properties/73b505dcb9480fdc828cda1e535ce426_images.jpg,46906,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132821580>
329,26817,http://assets.myntassets.com/v1/images/style/properties/28a046943e6838d4b1fc8cd04919c28f_images.jpg,26817,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,Arrow Men Navy Blue Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132811F10>
330,12828,http://assets.myntassets.com/v1/images/style/properties/16b559696b75f62cb835207c0db53c73_images.jpg,12828,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328117F0>
331,9179,http://assets.myntassets.com/v1/images/style/properties/2cfb789a66f6b66244fd5a49f0b80323_images.jpg,9179,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Euro Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132811FD0>
332,7487,http://assets.myntassets.com/v1/images/style/properties/1973465f719a7799512e6acd99f0a96e_images.jpg,7487,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women Be Strong Black Track Pant,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132812690>
